Cycle,Value
60180,000111011
60181,001110111
60182,011001111
60183,110011110
60184,100111100
60185,001111000
60186,011110001
60187,111100011
60188,111100110
60189,111001101
60190,110011011
60191,100110111
60192,001101110
60193,011011100
60194,110011001
60195,100110010
60196,001100100
60197,011001000
60198,110010000
60199,100100000
60200,001100000
60201,011000000
60202,110000000
60203,100000000
60204,000000001
60205,000000010
60206,000100100
60207,001001000
60208,010010000
60209,100100001
60210,001000011
60211,010000110
60212,100101101
60213,001011011
60214,010110111
60215,101101110
60216,011011101
60217,110111011
60218,101010110
60219,010101100
60220,101011000
60221,010110000
60222,101100001
60223,011000011
60224,110100111
60225,101001111
60226,010011111
60227,100111110
60228,001111100
60229,011111001
60230,111010011
60231,110100110
60232,101001101
60233,010011011
60234,100110111
60235,001101110
60236,011111101
60237,111111011
60238,111110110
60239,111101101
60240,111011011
60241,110110110
60242,101001100
60243,010011001
60244,100110011
60245,001100110
60246,011001100
60247,110011000
60248,100010001
60249,000100010
60250,001000100
60251,010001001
60252,100010010
60253,000100100
60254,001101000
60255,011010000
60256,110100001
60257,101000011
60258,010000111
60259,100001110
60260,000111100
60261,001111001
60262,011110011
60263,111100110
60264,111001101
60265,110011011
60266,100010110
60267,000101100
60268,001011000
60269,010110001
60270,101100011
60271,011000111
60272,110101111
60273,101011111
60274,010111110
60275,101111100
60276,011111000
60277,111110001
60278,111000010
60279,110000101
60280,100001011
60281,000010111
60282,000101111
60283,001011110
60284,010011100
60285,100111001
60286,001110010
60287,011100100
60288,111001000
60289,110010001
60290,100000010
60291,000000101
60292,000001010
60293,000010100
60294,000101001
60295,001010010
60296,010000100
60297,100001000
60298,000010001
60299,000100010
60300,001000100
60301,010001000
60302,100110000
60303,001100000
60304,011000000
60305,110000000
60306,100000001
60307,000000011
60308,000100111
60309,001001110
60310,010011100
60311,100111000
60312,001110000
60313,011100001
60314,111100010
60315,111000101
60316,110001011
60317,100010111
60318,000101110
60319,001011100
60320,010011000
60321,100110001
60322,001100010
60323,011000101
60324,110001010
60325,100010101
60326,000001010
60327,000010100
60328,000101001
60329,001010010
60330,010100101
60331,101001010
60332,010110100
60333,101101001
60334,011010011
60335,110100110
60336,101001101
60337,010011011
60338,100010111
60339,000101110
60340,001011100
60341,010111001
60342,101110011
60343,011100110
60344,111101101
60345,111011011
60346,110110110
60347,101101101
60348,011011011
60349,110110111
60350,101001110
60351,010011101
60352,100111011
60353,001110110
60354,011101101
60355,111011010
60356,110010101
60357,100101010
60358,001010101
60359,010101010
60360,101010100
60361,010101000
60362,101110000
60363,011100000
60364,111000000
60365,110000001
60366,100000011
60367,000000111
60368,000101111
60369,001011110
60370,010111101
60371,101111010
60372,011110100
60373,111101001
60374,111110011
60375,111100110
60376,111001101
60377,110011011
60378,100110110
60379,001101100
60380,011111001
60381,111110011
60382,111100110
60383,111001100
60384,110011001
60385,100110010
60386,001000100
60387,010001000
60388,100010000
60389,000100000
60390,001000000
60391,010000000
60392,100100001
60393,001000011
60394,010000110
60395,100001101
60396,000011011
60397,000110111
60398,001001111
60399,010011110
60400,100111101
60401,001111010
60402,011110101
60403,111101011
60404,111110110
60405,111101100
60406,111011001
60407,110110011
60408,101100110
60409,011001101
60410,110111010
60411,101110100
60412,011101000
60413,111010000
60414,110100000
60415,101000001
60416,010100010
60417,101000100
60418,010001001
60419,100010011
60420,000100110
60421,001001100
60422,010111000
60423,101110001
60424,011100010
60425,111000100
60426,110001001
60427,100010011
60428,000000111
60429,000001110
60430,000011100
60431,000111000
60432,001110001
60433,011100011
60434,111100110
60435,111001101
60436,110011011
60437,100110110
60438,001101100
60439,011011000
60440,110010000
60441,100100000
60442,001000001
60443,010000011
60444,100000110
60445,000001101
60446,000111010
60447,001110101
60448,011101011
60449,111010110
60450,110101100
60451,101011001
60452,010010011
60453,100100111
60454,001001111
60455,010011111
60456,100111111
60457,001111110
60458,011011101
60459,110111011
60460,101110110
60461,011101100
60462,111011000
60463,110110000
60464,101000001
60465,010000011
60466,100000110
60467,000001100
60468,000011000
60469,000110001
60470,001000011
60471,010000110
60472,100001100
60473,000011001
60474,000110011
60475,001100111
60476,011101111
60477,111011110
60478,110111100
60479,101111001
60480,011110010
60481,111100101
60482,111101011
60483,111010111
60484,110101110
60485,101011101
60486,010111010
60487,101110101
60488,011001011
60489,110010110
60490,100101100
60491,001011000
60492,010110001
60493,101100011
60494,011100111
60495,111001110
60496,110011101
60497,100111010
60498,001110100
60499,011101001
60500,111110011
60501,111100110
60502,111001101
60503,110011010
60504,100110100
60505,001101000
60506,011110000
60507,111100001
60508,111000011
60509,110000111
60510,100001111
60511,000011111
60512,000011110
60513,000111101
60514,001111011
60515,011110110
60516,111101101
60517,111011011
60518,110010110
60519,100101100
60520,001011001
60521,010110011
60522,101100111
60523,011001111
60524,110111111
60525,101111110
60526,011111100
60527,111111000
60528,111110000
60529,111100000
60530,111100001
60531,111000011
60532,110000111
60533,100001111
60534,000011111
60535,000111111
60536,001011110
60537,010111101
60538,101111011
60539,011110111
60540,111101111
60541,111011111
60542,110011110
60543,100111100
60544,001111000
60545,011110001
60546,111100011
60547,111000111
60548,110101110
60549,101011101
60550,010111010
60551,101110100
60552,011101000
60553,111010000
60554,110000000
60555,100000001
60556,000000011
60557,000000110
60558,000001100
60559,000011000
60560,000010000
60561,000100001
60562,001000010
60563,010000101
60564,100001010
60565,000010101
60566,000001011
60567,000010110
60568,000101101
60569,001011010
60570,010110101
60571,101101011
60572,011110110
60573,111101101
60574,111011011
60575,110110111
60576,101101110
60577,011011101
60578,110011011
60579,100110110
60580,001101100
60581,011011000
60582,110110001
60583,101100010
60584,011100100
60585,111001000
60586,110010001
60587,100100011
60588,001000111
60589,010001110
60590,100111100
60591,001111000
60592,011110001
60593,111100011
60594,111000111
60595,110001111
60596,100111110
60597,001111100
60598,011111001
60599,111110010
60600,111100100
60601,111001001
60602,110110011
60603,101100110
60604,011001101
60605,110011010
60606,100110100
60607,001101000
60608,011110001
60609,111100011
60610,111000111
60611,110001110
60612,100011101
60613,000111010
60614,001010101
60615,010101011
60616,101010110
60617,010101100
60618,101011000
60619,010110000
60620,101000000
60621,010000001
60622,100000010
60623,000000100
60624,000001000
60625,000010000
60626,000000001
60627,000000010
60628,000000100
60629,000001000
60630,000010000
60631,000100001
60632,001100011
60633,011000110
60634,110001100
60635,100011000
60636,000110000
60637,001100001
60638,011100010
60639,111000100
60640,110001001
60641,100010011
60642,000100110
60643,001001100
60644,010111001
60645,101110011
60646,011100110
60647,111001101
60648,110011011
60649,100110110
60650,001001100
60651,010011000
60652,100110001
60653,001100010
60654,011000100
60655,110001000
60656,100110000
60657,001100000
60658,011000000
60659,110000001
60660,100000011
60661,000000111
60662,000101110
60663,001011100
60664,010111001
60665,101110011
60666,011100110
60667,111001100
60668,110111000
60669,101110000
60670,011100000
60671,111000001
60672,110000011
60673,100000111
60674,000101111
60675,001011110
60676,010111101
60677,101111011
60678,011110110
60679,111101101
60680,111111010
60681,111110100
60682,111101000
60683,111010000
60684,110100000
60685,101000001
60686,010100011
60687,101000110
60688,010001101
60689,100011010
60690,000110100
60691,001101001
60692,011110011
60693,111100111
60694,111001111
60695,110011110
60696,100111100
60697,001111000
60698,011010001
60699,110100011
60700,101000111
60701,010001111
60702,100011110
60703,000111100
60704,001011000
60705,010110001
60706,101100011
60707,011000110
60708,110001100
60709,100011001
60710,000010010
60711,000100101
60712,001001010
60713,010010100
60714,100101001
60715,001010011
60716,010000110
60717,100001100
60718,000011001
60719,000110010
60720,001100101
60721,011001010
60722,110110100
60723,101101000
60724,011010001
60725,110100011
60726,101000111
60727,010001111
60728,100111111
60729,001111110
60730,011111101
60731,111111010
60732,111110100
60733,111101000
60734,111110001
60735,111100010
60736,111000101
60737,110001011
60738,100010111
60739,000101110
60740,001111101
60741,011111011
60742,111110111
60743,111101111
60744,111011111
60745,110111110
60746,101011100
60747,010111000
60748,101110001
60749,011100010
60750,111000100
60751,110001001
60752,100110010
60753,001100100
60754,011001000
60755,110010001
60756,100100010
60757,001000101
60758,010101010
60759,101010100
60760,010101000
60761,101010000
60762,010100000
60763,101000000
60764,010100000
60765,101000000
60766,010000001
60767,100000011
60768,000000111
60769,000001110
60770,000111100
60771,001111001
60772,011110011
60773,111100111
60774,111001111
60775,110011111
60776,100011111
60777,000111110
60778,001111101
60779,011111010
60780,111110101
60781,111101010
60782,111110101
60783,111101010
60784,111010101
60785,110101010
60786,101010101
60787,010101010
60788,101110101
60789,011101010
60790,111010100
60791,110101001
60792,101010011
60793,010100110
60794,101101100
60795,011011001
60796,110110011
60797,101100110
60798,011001101
60799,110011010
60800,100010101
60801,000101010
60802,001010100
60803,010101000
60804,101010000
60805,010100000
60806,101100000
60807,011000001
60808,110000010
60809,100000101
60810,000001011
60811,000010110
60812,000001100
60813,000011000
60814,000110001
60815,001100010
60816,011000100
60817,110001000
60818,100110001
60819,001100010
60820,011000100
60821,110001000
60822,100010001
60823,000100010
60824,001100101
60825,011001010
60826,110010100
60827,100101001
60828,001010011
60829,010100111
60830,101101110
60831,011011101
60832,110111011
60833,101110110
60834,011101100
60835,111011000
60836,110010001
60837,100100010
60838,001000101
60839,010001011
60840,100010110
60841,000101100
60842,001111000
60843,011110001
60844,111100011
60845,111000111
60846,110001111
60847,100011111
60848,000011111
60849,000111111
60850,001111111
60851,011111110
60852,111111101
60853,111111010
60854,111010100
60855,110101000
60856,101010001
60857,010100010
60858,101000100
60859,010001001
60860,100110011
60861,001100110
60862,011001100
60863,110011001
60864,100110010
60865,001100100
60866,011101000
60867,111010000
60868,110100000
60869,101000001
60870,010000011
60871,100000110
60872,000101100
60873,001011000
60874,010110001
60875,101100010
60876,011000101
60877,110001010
60878,100110101
60879,001101010
60880,011010100
60881,110101001
60882,101010011
60883,010100110
60884,101101101
60885,011011011
60886,110110111
60887,101101111
60888,011011111
60889,110111111
60890,101011110
60891,010111100
60892,101111001
60893,011110010
60894,111100101
60895,111001011
60896,110110110
60897,101101100
60898,011011001
60899,110110010
60900,101100100
60901,011001001
60902,110110010
60903,101100100
60904,011001001
60905,110010010
60906,100100100
60907,001001001
60908,010110011
60909,101100111
60910,011001111
60911,110011111
60912,100111110
60913,001111100
60914,011011001
60915,110110011
60916,101100110
60917,011001101
60918,110011010
60919,100110100
60920,001001001
60921,010010010
60922,100100101
60923,001001010
60924,010010100
60925,100101001
60926,001110011
60927,011100111
60928,111001110
60929,110011101
60930,100111010
60931,001110100
60932,011001000
60933,110010000
60934,100100000
60935,001000000
60936,010000000
60937,100000000
60938,000100001
60939,001000010
60940,010000100
60941,100001000
60942,000010001
60943,000100011
60944,001100111
60945,011001110
60946,110011100
60947,100111001
60948,001110010
60949,011100101
60950,111101010
60951,111010101
60952,110101010
60953,101010101
60954,010101010
60955,101010100
60956,010001001
60957,100010010
60958,000100100
60959,001001001
60960,010010010
60961,100100101
60962,001101011
60963,011010110
60964,110101101
60965,101011011
60966,010110110
60967,101101101
60968,011111010
60969,111110101
60970,111101010
60971,111010100
60972,110101000
60973,101010001
60974,010000010
60975,100000100
60976,000001001
60977,000010010
60978,000100101
60979,001001010
60980,010110101
60981,101101011
60982,011010111
60983,110101110
60984,101011101
60985,010111010
60986,101010101
60987,010101010
60988,101010100
60989,010101000
60990,101010000
60991,010100000
60992,101100001
60993,011000011
60994,110000110
60995,100001100
60996,000011001
60997,000110011
60998,001000111
60999,010001110
61000,100011100
61001,000111000
61002,001110001
61003,011100011
61004,111100111
61005,111001111
61006,110011111
61007,100111111
61008,001111110
61009,011111101
61010,111011011
61011,110110110
61012,101101100
61013,011011001
61014,110110011
61015,101100110
61016,011101100
61017,111011000
61018,110110000
61019,101100001
61020,011000011
61021,110000110
61022,100101101
61023,001011011
61024,010110111
61025,101101111
61026,011011111
61027,110111111
61028,101011111
61029,010111110
61030,101111101
61031,011111011
61032,111110111
61033,111101110
61034,111111101
61035,111111010
61036,111110100
61037,111101000
61038,111010001
61039,110100010
61040,101100100
61041,011001001
61042,110010010
61043,100100101
61044,001001011
61045,010010110
61046,100001101
61047,000011011
61048,000110111
61049,001101111
61050,011011110
61051,110111101
61052,101011011
61053,010110110
61054,101101101
61055,011011010
61056,110110101
61057,101101010
61058,011110101
61059,111101011
61060,111010111
61061,110101110
61062,101011101
61063,010111010
61064,101010100
61065,010101000
61066,101010000
61067,010100001
61068,101000010
61069,010000101
61070,100101010
61071,001010101
61072,010101011
61073,101010110
61074,010101100
61075,101011000
61076,010010001
61077,100100011
61078,001000111
61079,010001111
61080,100011110
61081,000111100
61082,001011001
61083,010110011
61084,101100111
61085,011001111
61086,110011110
61087,100111100
61088,001011001
61089,010110011
61090,101100111
61091,011001110
61092,110011100
61093,100111000
61094,001010000
61095,010100001
61096,101000010
61097,010000101
61098,100001010
61099,000010101
61100,000001010
61101,000010100
61102,000101001
61103,001010011
61104,010100111
61105,101001110
61106,010111101
61107,101111011
61108,011110110
61109,111101101
61110,111011011
61111,110110110
61112,101001101
61113,010011011
61114,100110111
61115,001101111
61116,011011110
61117,110111101
61118,101011010
61119,010110100
61120,101101001
61121,011010011
61122,110100111
61123,101001111
61124,010111110
61125,101111101
61126,011111010
61127,111110100
61128,111101000
61129,111010001
61130,110000010
61131,100000101
61132,000001011
61133,000010110
61134,000101101
61135,001011010
61136,010010100
61137,100101001
61138,001010011
61139,010100110
61140,101001100
61141,010011001
61142,100010011
61143,000100110
61144,001001100
61145,010011000
61146,100110001
61147,001100010
61148,011100101
61149,111001010
61150,110010101
61151,100101011
61152,001010111
61153,010101111
61154,101111110
61155,011111100
61156,111111001
61157,111110010
61158,111100100
61159,111001001
61160,110110010
61161,101100100
61162,011001001
61163,110010011
61164,100100110
61165,001001101
61166,010111010
61167,101110101
61168,011101010
61169,111010100
61170,110101000
61171,101010001
61172,010000011
61173,100000110
61174,000001101
61175,000011011
61176,000110111
61177,001101111
61178,011111110
61179,111111101
61180,111111010
61181,111110100
61182,111101000
61183,111010001
61184,110000011
61185,100000111
61186,000001111
61187,000011111
61188,000111111
61189,001111111
61190,011011111
61191,110111111
61192,101111110
61193,011111100
61194,111111001
61195,111110010
61196,111000101
61197,110001011
61198,100010111
61199,000101111
61200,001011110
61201,010111101
61202,101011011
61203,010110110
61204,101101101
61205,011011011
61206,110110111
61207,101101110
61208,011111100
61209,111111001
61210,111110010
61211,111100101
61212,111001011
61213,110010111
61214,100001110
61215,000011101
61216,000111011
61217,001110111
61218,011101111
61219,111011110
61220,110011101
61221,100111010
61222,001110100
61223,011101000
61224,111010000
61225,110100000
61226,101100001
61227,011000011
61228,110000110
61229,100001101
61230,000011011
61231,000110111
61232,001001110
61233,010011100
61234,100111001
61235,001110011
61236,011100111
61237,111001110
61238,110111101
61239,101111010
61240,011110100
61241,111101001
61242,111010011
61243,110100110
61244,101101100
61245,011011001
61246,110110011
61247,101100111
61248,011001111
61249,110011110
61250,100011100
61251,000111000
61252,001110001
61253,011100011
61254,111000110
61255,110001101
61256,100111010
61257,001110100
61258,011101001
61259,111010011
61260,110100110
61261,101001101
61262,010111011
61263,101110111
61264,011101110
61265,111011100
61266,110111000
61267,101110000
61268,011000001
61269,110000010
61270,100000101
61271,000001010
61272,000010100
61273,000101001
61274,001110010
61275,011100101
61276,111001010
61277,110010101
61278,100101010
61279,001010101
61280,010001010
61281,100010100
61282,000101000
61283,001010001
61284,010100011
61285,101000110
61286,010101101
61287,101011010
61288,010110100
61289,101101001
61290,011010011
61291,110100111
61292,101101110
61293,011011101
61294,110111011
61295,101110111
61296,011101110
61297,111011100
61298,110011000
61299,100110000
61300,001100000
61301,011000000
61302,110000000
61303,100000001
61304,000100010
61305,001000100
61306,010001000
61307,100010001
61308,000100010
61309,001000100
61310,010101000
61311,101010000
61312,010100000
61313,101000000
61314,010000001
61315,100000010
61316,000100100
61317,001001000
61318,010010000
61319,100100000
61320,001000001
61321,010000010
61322,100100100
61323,001001001
61324,010010010
61325,100100101
61326,001001011
61327,010010110
61328,100001100
61329,000011001
61330,000110011
61331,001100110
61332,011001100
61333,110011000
61334,100010000
61335,000100000
61336,001000000
61337,010000000
61338,100000000
61339,000000001
61340,000100011
61341,001000110
61342,010001100
61343,100011001
61344,000110010
61345,001100101
61346,011101010
61347,111010100
61348,110101000
61349,101010001
61350,010100010
61351,101000100
61352,010101000
61353,101010000
61354,010100000
61355,101000001
61356,010000011
61357,100000110
61358,000101101
61359,001011010
61360,010110101
61361,101101011
61362,011010111
61363,110101111
61364,101111110
61365,011111100
61366,111111001
61367,111110011
61368,111100110
61369,111001101
61370,110111011
61371,101110110
61372,011101100
61373,111011000
61374,110110000
61375,101100000
61376,011100000
61377,111000000
61378,110000001
61379,100000010
61380,000000101
61381,000001010
61382,000110100
61383,001101001
61384,011010010
61385,110100101
61386,101001011
61387,010010111
61388,100001110
61389,000011101
61390,000111011
61391,001110110
61392,011101101
61393,111011010
61394,110010100
61395,100101000
61396,001010001
61397,010100011
61398,101000110
61399,010001101
61400,100111011
61401,001110110
61402,011101101
61403,111011011
61404,110110110
61405,101101100
61406,011111001
61407,111110011
61408,111100110
61409,111001101
61410,110011011
61411,100110110
61412,001001101
61413,010011010
61414,100110101
61415,001101011
61416,011010110
61417,110101101
61418,101111011
61419,011110110
61420,111101101
61421,111011011
61422,110110110
61423,101101100
61424,011111000
61425,111110001
61426,111100010
61427,111000100
61428,110001001
61429,100010011
61430,000000110
61431,000001100
61432,000011000
61433,000110001
61434,001100011
61435,011000110
61436,110101101
61437,101011011
61438,010110110
61439,101101100
61440,011011001
61441,110110011
61442,101000110
61443,010001101
61444,100011010
61445,000110100
61446,001101001
61447,011010010
61448,110000100
61449,100001001
61450,000010011
61451,000100110
61452,001001100
61453,010011000
61454,100010001
61455,000100010
61456,001000100
61457,010001000
61458,100010000
61459,000100000
61460,001100001
61461,011000010
61462,110000100
61463,100001000
61464,000010001
61465,000100011
61466,001100110
61467,011001100
61468,110011000
61469,100110000
61470,001100000
61471,011000000
61472,110100001
61473,101000011
61474,010000111
61475,100001111
61476,000011111
61477,000111111
61478,001011111
61479,010111111
61480,101111111
61481,011111110
61482,111111101
61483,111111010
61484,111010101
61485,110101010
61486,101010101
61487,010101011
61488,101010110
61489,010101100
61490,101111000
61491,011110000
61492,111100001
61493,111000011
61494,110000111
61495,100001111
61496,000111110
61497,001111101
61498,011111011
61499,111110110
61500,111101100
61501,111011001
61502,110010010
61503,100100100
61504,001001001
61505,010010010
61506,100100101
61507,001001011
61508,010110111
61509,101101111
61510,011011111
61511,110111110
61512,101111100
61513,011111000
61514,111010001
61515,110100010
61516,101000101
61517,010001011
61518,100010110
61519,000101100
61520,001111001
61521,011110011
61522,111100111
61523,111001110
61524,110011101
61525,100111010
61526,001010100
61527,010101001
61528,101010010
61529,010100100
61530,101001000
61531,010010001
61532,100000010
61533,000000101
61534,000001010
61535,000010101
61536,000101011
61537,001010110
61538,010001101
61539,100011010
61540,000110100
61541,001101001
61542,011010010
61543,110100101
61544,101101010
61545,011010101
61546,110101011
61547,101010110
61548,010101100
61549,101011000
61550,010010000
61551,100100001
61552,001000011
61553,010000110
61554,100001100
61555,000011001
61556,000010010
61557,000100101
61558,001001010
61559,010010101
61560,100101011
61561,001010111
61562,010001111
61563,100011110
61564,000111100
61565,001111001
61566,011110011
61567,111100111
61568,111101110
61569,111011101
61570,110111010
61571,101110101
61572,011101010
61573,111010100
61574,110001000
61575,100010001
61576,000100010
61577,001000100
61578,010001000
61579,100010000
61580,000000001
61581,000000010
61582,000000100
61583,000001001
61584,000010010
61585,000100101
61586,001101010
61587,011010100
61588,110101001
61589,101010011
61590,010100110
61591,101001100
61592,010111000
61593,101110001
61594,011100010
61595,111000101
61596,110001011
61597,100010111
61598,000001110
61599,000011100
61600,000111001
61601,001110011
61602,011100111
61603,111001110
61604,110111100
61605,101111000
61606,011110000
61607,111100000
61608,111000001
61609,110000011
61610,100100111
61611,001001111
61612,010011110
61613,100111101
61614,001111010
61615,011110101
61616,111001010
61617,110010101
61618,100101010
61619,001010100
61620,010101001
61621,101010010
61622,010000100
61623,100001000
61624,000010001
61625,000100011
61626,001000110
61627,010001100
61628,100111001
61629,001110010
61630,011100101
61631,111001011
61632,110010111
61633,100101110
61634,001111101
61635,011111011
61636,111110111
61637,111101110
61638,111011101
61639,110111010
61640,101010101
61641,010101010
61642,101010100
61643,010101001
61644,101010010
61645,010100100
61646,101101000
61647,011010001
61648,110100011
61649,101000111
61650,010001111
61651,100011110
61652,000011101
61653,000111011
61654,001110111
61655,011101110
61656,111011100
61657,110111000
61658,101010000
61659,010100000
61660,101000000
61661,010000001
61662,100000010
61663,000000101
61664,000101011
61665,001010110
61666,010101101
61667,101011011
61668,010110110
61669,101101101
61670,011111011
61671,111110111
61672,111101110
61673,111011101
61674,110111010
61675,101110100
61676,011001001
61677,110010010
61678,100100100
61679,001001000
61680,010010000
61681,100100001
61682,001100011
61683,011000110
61684,110001100
61685,100011001
61686,000110010
61687,001100101
61688,011101011
61689,111010110
61690,110101100
61691,101011000
61692,010110000
61693,101100001
61694,011100011
61695,111000110
61696,110001101
61697,100011011
61698,000110110
61699,001101101
61700,011111011
61701,111110111
61702,111101110
61703,111011100
61704,110111000
61705,101110000
61706,011000000
61707,110000000
61708,100000001
61709,000000011
61710,000000110
61711,000001100
61712,000111001
61713,001110011
61714,011100111
61715,111001111
61716,110011111
61717,100111110
61718,001011100
61719,010111001
61720,101110011
61721,011100110
61722,111001100
61723,110011001
61724,100010011
61725,000100110
61726,001001100
61727,010011001
61728,100110011
61729,001100110
61730,011101100
61731,111011000
61732,110110000
61733,101100000
61734,011000001
61735,110000010
61736,100100100
61737,001001001
61738,010010010
61739,100100100
61740,001001001
61741,010010010
61742,100000101
61743,000001011
61744,000010110
61745,000101101
61746,001011010
61747,010110101
61748,101001010
61749,010010101
61750,100101011
61751,001010110
61752,010101101
61753,101011010
61754,010010100
61755,100101001
61756,001010011
61757,010100111
61758,101001110
61759,010011101
61760,100011010
61761,000110100
61762,001101001
61763,011010011
61764,110100111
61765,101001111
61766,010111111
61767,101111111
61768,011111110
61769,111111101
61770,111111010
61771,111110100
61772,111001001
61773,110010011
61774,100100110
61775,001001100
61776,010011000
61777,100110001
61778,001000010
61779,010000100
61780,100001000
61781,000010001
61782,000100011
61783,001000110
61784,010101101
61785,101011010
61786,010110100
61787,101101000
61788,011010001
61789,110100011
61790,101100111
61791,011001111
61792,110011110
61793,100111100
61794,001111000
61795,011110001
61796,111000010
61797,110000101
61798,100001011
61799,000010110
61800,000101101
61801,001011010
61802,010010101
61803,100101011
61804,001010111
61805,010101111
61806,101011110
61807,010111100
61808,101011000
61809,010110000
61810,101100001
61811,011000010
61812,110000100
61813,100001001
61814,000110011
61815,001100111
61816,011001110
61817,110011100
61818,100111000
61819,001110000
61820,011000000
61821,110000000
61822,100000001
61823,000000010
61824,000000100
61825,000001000
61826,000110000
61827,001100001
61828,011000010
61829,110000100
61830,100001001
61831,000010011
61832,000000110
61833,000001100
61834,000011000
61835,000110000
61836,001100001
61837,011000010
61838,110100100
61839,101001001
61840,010010011
61841,100100111
61842,001001111
61843,010011110
61844,100011100
61845,000111000
61846,001110001
61847,011100010
61848,111000100
61849,110001001
61850,100110011
61851,001100110
61852,011001100
61853,110011000
61854,100110000
61855,001100000
61856,011100001
61857,111000010
61858,110000101
61859,100001010
61860,000010101
61861,000101011
61862,001110110
61863,011101101
61864,111011010
61865,110110100
61866,101101000
61867,011010001
61868,110000010
61869,100000101
61870,000001011
61871,000010111
61872,000101111
61873,001011110
61874,010011101
61875,100111011
61876,001110110
61877,011101101
61878,111011010
61879,110110100
61880,101001001
61881,010010011
61882,100100111
61883,001001110
61884,010011100
61885,100111001
61886,001010010
61887,010100101
61888,101001010
61889,010010101
61890,100101011
61891,001010111
61892,010001110
61893,100011100
61894,000111000
61895,001110000
61896,011100001
61897,111000010
61898,110100101
61899,101001011
61900,010010111
61901,100101111
61902,001011111
61903,010111111
61904,101011110
61905,010111100
61906,101111001
61907,011110011
61908,111100111
61909,111001111
61910,110111111
61911,101111110
61912,011111100
61913,111111001
61914,111110010
61915,111100100
61916,111101000
61917,111010001
61918,110100010
61919,101000100
61920,010001001
61921,100010010
61922,000000100
61923,000001000
61924,000010000
61925,000100001
61926,001000010
61927,010000100
61928,100101001
61929,001010011
61930,010100111
61931,101001111
61932,010011111
61933,100111111
61934,001011110
61935,010111101
61936,101111011
61937,011110110
61938,111101101
61939,111011011
61940,110010111
61941,100101110
61942,001011101
61943,010111010
61944,101110101
61945,011101010
61946,111110100
61947,111101000
61948,111010001
61949,110100010
61950,101000101
61951,010001011
61952,100110111
61953,001101110
61954,011011100
61955,110111000
61956,101110000
61957,011100000
61958,111100000
61959,111000001
61960,110000011
61961,100000111
61962,000001111
61963,000011110
61964,000011100
61965,000111001
61966,001110011
61967,011100110
61968,111001100
61969,110011001
61970,100010010
61971,000100100
61972,001001000
61973,010010000
61974,100100001
61975,001000011
61976,010100111
61977,101001110
61978,010011101
61979,100111010
61980,001110100
61981,011101001
61982,111110010
61983,111100100
61984,111001001
61985,110010011
61986,100100110
61987,001001101
61988,010111011
61989,101110111
61990,011101110
61991,111011101
61992,110111010
61993,101110100
61994,011001000
61995,110010000
61996,100100000
61997,001000001
61998,010000010
61999,100000100
62000,000101000
62001,001010000
62002,010100001
62003,101000011
62004,010000111
62005,100001110
62006,000111101
62007,001111011
62008,011110111
62009,111101111
62010,111011111
62011,110111110
62012,101011101
62013,010111010
62014,101110101
62015,011101011
62016,111010110
62017,110101100
62018,101111001
62019,011110010
62020,111100101
62021,111001011
62022,110010111
62023,100101110
62024,001111100
62025,011111001
62026,111110011
62027,111100111
62028,111001111
62029,110011111
62030,100011110
62031,000111100
62032,001111001
62033,011110011
62034,111100111
62035,111001111
62036,110111110
62037,101111100
62038,011111000
62039,111110000
62040,111100000
62041,111000001
62042,110100011
62043,101000111
62044,010001111
62045,100011110
62046,000111100
62047,001111001
62048,011010010
62049,110100101
62050,101001011
62051,010010110
62052,100101101
62053,001011011
62054,010010111
62055,100101111
62056,001011111
62057,010111111
62058,101111111
62059,011111110
62060,111011100
62061,110111000
62062,101110000
62063,011100001
62064,111000010
62065,110000101
62066,100101011
62067,001010111
62068,010101111
62069,101011110
62070,010111100
62071,101111001
62072,011010011
62073,110100111
62074,101001111
62075,010011110
62076,100111101
62077,001111010
62078,011010101
62079,110101011
62080,101010111
62081,010101110
62082,101011100
62083,010111000
62084,101010000
62085,010100000
62086,101000000
62087,010000000
62088,100000000
62089,000000001
62090,000100010
62091,001000100
62092,010001000
62093,100010000
62094,000100000
62095,001000000
62096,010100001
62097,101000010
62098,010000101
62099,100001011
62100,000010111
62101,000101111
62102,001111110
62103,011111101
62104,111111011
62105,111110110
62106,111101100
62107,111011001
62108,110010011
62109,100100110
62110,001001101
62111,010011011
62112,100110111
62113,001101110
62114,011111100
62115,111111001
62116,111110010
62117,111100100
62118,111001001
62119,110010011
62120,100000111
62121,000001111
62122,000011110
62123,000111100
62124,001111001
62125,011110011
62126,111000111
62127,110001111
62128,100011111
62129,000111110
62130,001111101
62131,011111011
62132,111010110
62133,110101100
62134,101011001
62135,010110011
62136,101100111
62137,011001111
62138,110111110
62139,101111100
62140,011111000
62141,111110001
62142,111100010
62143,111000101
62144,110101010
62145,101010101
62146,010101010
62147,101010101
62148,010101010
62149,101010100
62150,010001000
62151,100010000
62152,000100000
62153,001000000
62154,010000000
62155,100000000
62156,000100000
62157,001000000
62158,010000000
62159,100000001
62160,000000011
62161,000000110
62162,000101100
62163,001011000
62164,010110001
62165,101100011
62166,011000111
62167,110001110
62168,100111100
62169,001111000
62170,011110001
62171,111100010
62172,111000101
62173,110001011
62174,100110111
62175,001101110
62176,011011100
62177,110111001
